iddivipol,clase,coddepto,codmipio,codzona,codpuesto,nomdepto,nommipio,nompuesto,nummesas,potfemenino,potmasculino,pottotal,jal,nomjal,indicador,expandida,direccion,cordenadas_text
16622,P,44,1,2,05,CAQUETA,FLORENCIA,UNIVERSIDAD DE LA AMAZONIA SEDE CENTRO,5,748,672,1420,2,COMUNA 2 SUR,0,0,CLL 5B No 11-79 B/IDEMA,"(0,0)"
16623,P,44,1,2,06,CAQUETA,FLORENCIA,I.E. NORMAL SUPERIOR,4,679,555,1234,2,COMUNA 2 SUR,0,0,KILOMETRO 3 VIA AEROPUERTO,"(0,0)"
16624,P,44,1,3,01,CAQUETA,FLORENCIA,I.E.LOS PINOS SEDE LA PAZ,11,1932,1804,3736,3,COMUNA 3 NORTE,0,0,CALLE 33 CARRERA 9 BARRIO LA PAZ,"(0,0)"
16625,P,44,1,3,02,CAQUETA,FLORENCIA,UNIVERSIDAD UNAD,11,1914,1713,3627,3,COMUNA 3 NORTE,0,0,CRA 1 #31-14B BR. EL CUNDUY,"(0,0)"
16626,P,44,1,3,03,CAQUETA,FLORENCIA,INSTITUTO TECNICO INDUSTRIAL,20,3743,3001,6744,3,COMUNA 3 NORTE,0,0,CL 25 BR. LA LIBERTAD,"(0,0)"
16627,P,44,1,3,04,CAQUETA,FLORENCIA,I.E.LA SALLE,15,2561,2566,5127,3,COMUNA 3 NORTE,0,0,CLL 25 CRA 14 B/TORASSO,"(0,0)"
16628,P,44,1,3,05,CAQUETA,FLORENCIA,I.E. LOS PINOS,5,737,648,1385,3,COMUNA 3 NORTE,0,0,CRA 1 A No 30 21,"(0,0)"
16629,P,44,1,3,06,CAQUETA,FLORENCIA,I.E. LOS ANDES,1,24,20,44,3,COMUNA 3 NORTE,0,0,CLL 21 CRA 3 B/ LOS ANDES,"(0,0)"
16630,P,44,1,4,01,CAQUETA,FLORENCIA,I.E.BUS SD PUEBLO NUEVO,13,2489,1889,4378,4,COMUNA 4 ORIENTAL,0,0,CL 2A # 91B-24 BR. PUEBLO NUEVO,"(0,0)"
16631,P,44,1,4,02,CAQUETA,FLORENCIA,I.E.BUS SD SANTA INES,9,1638,1449,3087,4,COMUNA 4 ORIENTAL,0,0,CLL 2 CRA 7 BARRIO TOVAR ZAMBRANO,"(0,0)"
16632,P,44,1,4,03,CAQUETA,FLORENCIA,I.E. CIUDADELA SIGLO XXI SD EL TRIUNFO,6,1106,893,1999,4,COMUNA 4 ORIENTAL,0,0,CL 4 #3B-19 BR. EL TRIUNFO,"(0,0)"
16633,P,44,1,4,04,CAQUETA,FLORENCIA,I.E.DIV.NIÑO SEDE LAS PALMERAS,12,2173,1858,4031,4,COMUNA 4 ORIENTAL,0,0,BR. LAS PALMERAS,"(0,0)"
16634,P,44,1,4,05,CAQUETA,FLORENCIA,I.E. CIUDADELA SIGLO XXI,26,4783,4103,8886,4,COMUNA 4 ORIENTAL,0,0,CL16C-13K KRS 2F-2H BR. ABAS TURBAY,"(0,0)"
16635,P,44,1,4,06,CAQUETA,FLORENCIA,I.E.BELLO HORIZONTE,21,3767,3151,6918,4,COMUNA 4 ORIENTAL,0,0,CL 16 #9-44 BR.BELLO HORIZONTE,"(0,0)"
16636,P,44,1,4,07,CAQUETA,FLORENCIA,IE JORGE ELIECER GAITAN,6,1072,955,2027,4,COMUNA 4 ORIENTAL,0,0,CLL 16 3B No 25 c 17,"(0,0)"
16637,P,44,1,4,08,CAQUETA,FLORENCIA,I.E. JORGE E. GAITAN SD SIMON BOLIVAR,1,94,114,208,4,COMUNA 4 ORIENTAL,0,0,CLL 17 No 1 A - 38 B/BOLIVAR,"(0,0)"
16638,P,44,1,90,01,CAQUETA,FLORENCIA,UNIVERSIDAD DE LA AMAZONIA,12,4526,4358,8884,0,,0,0,CLL 17 DIAGONAL 17 CON CRA 3F AVENIDA CIRCUNVALAR,"(0,0)"
16639,P,44,1,98,01,CAQUETA,FLORENCIA,CARCEL SEDE UNO- EL CUNDUY,1,36,247,283,0,,0,0,KM 1 VIA NEIVA B/EL CUNDUY,"(0,0)"
16640,P,44,1,98,02,CAQUETA,FLORENCIA,CARCEL SEDE DOS-HELICONIAS,1,16,82,98,0,,0,0,KM 5 DE LA VARIANTE-CORREGIMIENTO SAN MARTIN,"(0,0)"
16641,P,44,1,99,04,CAQUETA,FLORENCIA,SAN PEDRO - NORCASIA,2,243,347,590,5,CORREGIMIENTO SAN PEDRO,0,0,I.E NORCASIA,"(0,0)"
16642,P,44,1,99,05,CAQUETA,FLORENCIA,ORTEGUAZA - SANTANA LAS HERMOSAS,2,254,397,651,6,CORREGIMIENTO ORTEGUAZA,0,0,I.E. EL SALITRE,"(0,0)"
16643,P,44,1,99,06,CAQUETA,FLORENCIA,ORTEGUAZA - SAN ANTONIO DE ATENAS.,1,110,117,227,6,CORREGIMIENTO ORTEGUAZA,0,0,I.E SAN ANTONIO DE ATENAS,"(0,0)"
16644,P,44,1,99,07,CAQUETA,FLORENCIA,ORTEGUAZA - REMOLINO ALTO ORTEGUAZA,1,128,156,284,6,CORREGIMIENTO ORTEGUAZA,0,0,I.E REMOLINO ALTO ORTEGUAZA SEDE LA ESPERANZA.,"(0,0)"
16645,P,44,1,99,08,CAQUETA,FLORENCIA,EL DANUBIO - REMOLINO,1,120,207,327,7,CORREGIMIENTO EL DANUBIO,0,0,IE REMOLINO,"(0,0)"
16646,P,44,1,99,09,CAQUETA,FLORENCIA,EL DANUBIO - SAN GUILLERMO,1,31,48,79,7,CORREGIMIENTO EL DANUBIO,0,0,I.E. SAN GUILLERMO,"(0,0)"
16647,P,44,1,99,65,CAQUETA,FLORENCIA,EL CARAÑO - AVENIDA EL CARAÑO,4,521,601,1122,8,CORREGIMIENTO EL CARANO,0,0,I.E EL CARAÑO,"(0,0)"
16648,P,44,1,99,66,CAQUETA,FLORENCIA,EL CARAÑO - NUEVA JERUSALÉN,1,162,135,297,8,CORREGIMIENTO EL CARANO,0,0,I.E NUEVA JERUSALÉN,"(0,0)"
16649,P,44,1,99,67,CAQUETA,FLORENCIA,EL CARAÑO - BAJO CALDAS,1,124,117,241,8,CORREGIMIENTO EL CARANO,0,0,I.E BAJO CALDAS,"(0,0)"
16650,P,44,1,99,68,CAQUETA,FLORENCIA,EL CARAÑO-BELLO HORIZONTE SD LA FLORIDA,2,245,183,428,8,CORREGIMIENTO EL CARANO,0,0,I.E BELLO HORIZONTE SEDE LA FLORIDA,"(0,0)"
16651,P,44,1,99,70,CAQUETA,FLORENCIA,SANTO DOMINGO - COFEMA,5,723,802,1525,9,CORREGIMIENTO SANTO DOMINGO,0,0,INSTALACIONES DE COFEMA KM 5 VIA A MORELIA,"(0,0)"
16652,P,44,1,99,71,CAQUETA,FLORENCIA,SANTO DOMINGO - VILLA HERMOSA DOS.,1,43,64,107,9,CORREGIMIENTO SANTO DOMINGO,0,0,I.E. VILLA HERMOSA DOS,"(0,0)"
16653,P,44,1,99,72,CAQUETA,FLORENCIA,SANTO DOMINGO - I.E. RURAL SANTANDER,1,53,64,117,9,CORREGIMIENTO SANTO DOMINGO,0,0,I.E. RURAL SANTANDER,"(0,0)"
16654,P,44,1,99,75,CAQUETA,FLORENCIA,SAN MARTIN - I.E. ALTOS DE COPOAZU,2,225,223,448,10,CORREGIMIENTO SAN MARTIN,0,0,IE LA LIBERTAD SD ALTOS DE COPOAZU,"(0,0)"
16655,P,44,1,99,76,CAQUETA,FLORENCIA,SAN MARTIN-ASENT. HUMANO VILLA DE DIOS,2,220,175,395,10,CORREGIMIENTO SAN MARTIN,0,0,CASETA COMUNAL,"(0,0)"
16656,P,44,1,99,90,CAQUETA,FLORENCIA,VENECIA - PUERTO ARANGO,2,300,325,625,11,CORREGIMIENTO VENECIA,0,0,I.E RURAL PUERTO ARANGO,"(0,0)"
16657,P,44,1,99,91,CAQUETA,FLORENCIA,VENECIA - LA LIBERTAD.,1,82,84,166,11,CORREGIMIENTO VENECIA,0,0,I.E. RURAL LA LIBERTAD,"(0,0)"
16658,P,44,1,99,92,CAQUETA,FLORENCIA,SAN PEDRO - VICTORIA BAJA SEDE EL PARA.,1,127,146,273,5,CORREGIMIENTO SAN PEDRO,0,0,I.E. VICTORIA BAJA SEDE EL PARA.,"(0,0)"
16659,P,44,1,99,93,CAQUETA,FLORENCIA,SAN PEDRO-VICTORIA BAJA SD VICTORIA BAJA,1,34,47,81,5,CORREGIMIENTO SAN PEDRO,0,0,I.E VICTORIA BAJA SEDE VICTORIA BAJA,"(0,0)"
16660,P,44,2,0,00,CAQUETA,ALBANIA,IE ALBANIA - SD PEREGRINO LOZANO,12,1918,2084,4002,0,,0,0,CLL 5 CRA 1 VIA VEREDA LAS MERCEDES,"(0,0)"
16661,P,44,2,99,25,CAQUETA,ALBANIA,DORADO,2,259,307,566,0,,0,0,CASETA COMUNAL BARRIO EL CENTRO,"(0,0)"
16662,P,44,3,0,00,CAQUETA,CARTAGENA DEL CHAIRA,IE. EL CHAIRA JOSE MARIA CORDOBA,56,9099,10132,19231,0,,0,0,CLL 2 ENTRE CRA 2 Y 4,"(0,0)"
16663,P,44,3,99,70,CAQUETA,CARTAGENA DEL CHAIRA,RISARALDA,2,212,281,493,0,,0,0,IE. RURAL DIVINO NIÑO SEDE RISARALDA,"(0,0)"
16664,P,44,3,99,75,CAQUETA,CARTAGENA DEL CHAIRA,REMOLINO DEL CAGUAN,6,652,1160,1812,0,,0,0,I.E.R. J. ANTONIO GALÁN SEDE P/PAL,"(0,0)"
16665,P,44,3,99,80,CAQUETA,CARTAGENA DEL CHAIRA,SANTA FE DEL CAGUAN,5,577,1016,1593,0,,0,0,CASETA COMUNAL,"(0,0)"
16666,P,44,3,99,81,CAQUETA,CARTAGENA DEL CHAIRA,MONSERRATE,1,79,92,171,0,,0,0,I.E RURAL SEDE PRINCIPAL MONSERRATE,"(0,0)"
16667,P,44,3,99,82,CAQUETA,CARTAGENA DEL CHAIRA,LA SARDINATA,2,242,261,503,0,,0,0,I.E RURAL SEDE PRINCIPAL LA SARDINATA,"(0,0)"
16668,P,44,3,99,83,CAQUETA,CARTAGENA DEL CHAIRA,SANTO DOMINGO,1,92,109,201,0,,0,0,I.E RURAL MANUELA BELTRAN SEDE SANTO DOMINGO,"(0,0)"
16669,P,44,3,99,84,CAQUETA,CARTAGENA DEL CHAIRA,DOCE DE OCTUBRE,0,0,0,0,0,,0,0,I.E LOS CRISTALES SEDE ANIBAL NUÑEZ,"(0,0)"
16670,P,44,4,0,00,CAQUETA,BELEN DE LOS ANDAQUIES,PUESTO CABECERA MUNICIPAL,25,4085,4261,8346,0,,0,0,CRA 4 CLL 5 B. CAJA AGRARIA (IE AGROTECNICO MIXTO),"(0,0)"
16671,P,44,4,99,01,CAQUETA,BELEN DE LOS ANDAQUIES,EL PORTAL,1,79,90,169,0,,0,0,I.E. RURAL EL PORTAL LA MONO,"(0,0)"
16672,P,44,4,99,02,CAQUETA,BELEN DE LOS ANDAQUIES,VEREDA SAN  LUIS,1,30,34,64,0,,0,0,I.E. RURAL SAN LUIS,"(0,0)"
16673,P,44,5,0,00,CAQUETA,EL DONCELLO,PUESTO CABECERA MUNICIPAL,46,7772,7784,15556,0,,0,0,I.E.MARCO FIDEL SUAREZ KR 4 CL 2 ESQUINA,"(0,0)"
16674,P,44,5,99,01,CAQUETA,EL DONCELLO,MAGUARE,1,145,197,342,0,,0,0,I.E. SIMÓN BOLIVAR CALLE PRINCIPAL,"(0,0)"
16675,P,44,5,99,03,CAQUETA,EL DONCELLO,PUERTO HUNGRIA,1,89,117,206,0,,0,0,C.E. SAN JUDAS TADEO CALLE PRINCIPAL,"(0,0)"
16676,P,44,5,99,05,CAQUETA,EL DONCELLO,BERLIN,1,88,114,202,0,,0,0,C.E. BERLÍN,"(0,0)"
16677,P,44,5,99,06,CAQUETA,EL DONCELLO,URIAS RONDON,1,20,30,50,0,,0,0,CENTRO POBLADO SAN JOSE,"(0,0)"
16678,P,44,5,99,10,CAQUETA,EL DONCELLO,PEÑAS NEGRAS,1,30,43,73,0,,0,0,C.E SAN JUDAS SEDE PEÑAS NEGRAS,"(0,0)"
16679,P,44,5,99,60,CAQUETA,EL DONCELLO,PUERTO MANRIQUE,1,90,111,201,0,,0,0,I.E. MANRIQUE,"(0,0)"
16680,P,44,6,0,00,CAQUETA,EL PAUJIL,PUESTO CABECERA MUNICIPAL,34,5545,5821,11366,0,,0,0,IE JHON F. KENNEDY - CRA 3 CON CLL 5,"(0,0)"
16681,P,44,6,99,04,CAQUETA,EL PAUJIL,BOLIVIA,2,216,292,508,0,,0,0,SALÓN DE LA IGLESIA CATÓLICA,"(0,0)"
16682,P,44,6,99,70,CAQUETA,EL PAUJIL,VERSALLES,1,119,199,318,0,,0,0,I.E. RURAL RAFAEL URIBE URIBE,"(0,0)"
16683,P,44,7,0,00,CAQUETA,LA MONTAÑITA,PUESTO CABECERA MUNICIPAL,23,3406,4201,7607,0,,0,0,I.E. COLSOCORRO KR 5 #4-14 BR. LAS BRISAS,"(0,0)"
16684,P,44,7,99,03,CAQUETA,LA MONTAÑITA,EL TRIUNFO,1,118,168,286,0,,0,0,I.E. JOSÉ HILARIO LÓPEZ,"(0,0)"
16685,P,44,7,99,05,CAQUETA,LA MONTAÑITA,SANTUARIO,3,493,511,1004,0,,0,0,I.E. SABIO CALDAS,"(0,0)"
16686,P,44,7,99,45,CAQUETA,LA MONTAÑITA,LA UNION PENEYA,11,1642,2050,3692,0,,0,0,I.E. SIMÓN BOLIVAR SEDE A KR 3 CL 7 VÍA P/PAL,"(0,0)"
16687,P,44,7,99,50,CAQUETA,LA MONTAÑITA,MATEGUADUA,3,319,453,772,0,,0,0,I.E. MATEGUADUA CALLE PRINCIPAL,"(0,0)"
16688,P,44,9,0,01,CAQUETA,PUERTO RICO,IE SAGRADOS CORAZONES,29,4798,5047,9845,0,,0,0,CRA 5 No. 5-68 B/LAS AMERICAS,"(0,0)"
16689,P,44,9,0,02,CAQUETA,PUERTO RICO,IE ACEVEDO Y GOMEZ,19,3209,3247,6456,0,,0,0,CRA 5 No 7-14 ESQUINA,"(0,0)"
16690,P,44,9,99,20,CAQUETA,PUERTO RICO,LA AGUILILLA,2,236,316,552,1,CORREGIMIENTO LA AGUILILLA,0,0,CASETA COMUNAL,"(0,0)"
16691,P,44,9,99,26,CAQUETA,PUERTO RICO,LA ESMERALDA,3,343,442,785,2,CORREGIMIENTO LA ESMERALDA,0,0,I.E. RURAL LA ESMERALDA,"(0,0)"
16692,P,44,9,99,28,CAQUETA,PUERTO RICO,LUSITANIA,2,189,266,455,3,CORREGIMIENTO LUSITANIA,0,0,I.E. RURAL JORGE ELICER GAITÁN,"(0,0)"
16693,P,44,9,99,29,CAQUETA,PUERTO RICO,RIO NEGRO,4,435,624,1059,4,CORREGIMIENTO RIO NEGRO,0,0,I.E. R. RÍO NEGRO SEDE ANTONIO JOSÉ DE SUCRE,"(0,0)"
16694,P,44,9,99,30,CAQUETA,PUERTO RICO,LA CHIPA,2,234,324,558,4,CORREGIMIENTO RIO NEGRO,0,0,I.E.R VILLA DEL RIO SEDE LA CHIPA BAJA,"(0,0)"
16695,P,44,9,99,40,CAQUETA,PUERTO RICO,SANTANA RAMOS,2,209,387,596,5,CORREGIMIENTO SANTANA RAMOS,0,0,IER INTERNADO ANTONIO NARIÑO,"(0,0)"
16696,P,44,9,99,60,CAQUETA,PUERTO RICO,LA PAZ,2,159,242,401,6,CORREGIMIENTO LA PAZ,0,0,CENTRO EDUCATIVO LA FLORESTA No 5,"(0,0)"
16697,P,44,10,1,01,CAQUETA,SAN VICENTE DEL CAGUAN,I.E. INST. NAL. PROMOCION SOCIAL,24,2222,5911,8133,0,,0,0,KR 5 #5-61 BR. LA CONSOLATA,"(0,0)"
16698,P,44,10,1,02,CAQUETA,SAN VICENTE DEL CAGUAN,I.E. DANTE ALIGHIERI SEDE DIEGO OMAR,15,3170,1857,5027,0,,0,0,CLL 12A ESTE No 10-06 B. LA VICTORIA,"(0,0)"
16699,P,44,10,1,03,CAQUETA,SAN VICENTE DEL CAGUAN,LICEO MODERNO NELLY PERDOMO DE FALLA,10,2210,1127,3337,0,,0,0,CLL 3 No 3-55 BARRIO HERNANDEZ,"(0,0)"
16700,P,44,10,1,04,CAQUETA,SAN VICENTE DEL CAGUAN,I.E. DANTE ALIGHIERI SEDE ANTONIO NARIÑO,7,1355,815,2170,0,,0,0,CUIDAD BOLIVAR COMUNA 4,"(0,0)"
16701,P,44,10,2,01,CAQUETA,SAN VICENTE DEL CAGUAN,I.E.VERDE AMAZONICO,12,2136,1860,3996,0,,0,0,CL 15 KR 7 BR. LA PRADERA,"(0,0)"
16702,P,44,10,2,02,CAQUETA,SAN VICENTE DEL CAGUAN,IE INST NAL DE PROM SOCIAL SD C. JARDIN,8,1313,1233,2546,0,,0,0,CL 5 S #9-30 BR.CIUDAD JARDÍN,"(0,0)"
16703,P,44,10,2,03,CAQUETA,SAN VICENTE DEL CAGUAN,I E VERDE AMAZONICO SD SANTA  ISABEL,8,1228,1468,2696,0,,0,0,CARRERA 6 No. 6 - 19 BARRIO SANTA ISABEL,"(0,0)"
16704,P,44,10,99,01,CAQUETA,SAN VICENTE DEL CAGUAN,GUACAMAYAS,3,404,505,909,0,,0,0,I E R LA INMACULADA,"(0,0)"
16705,P,44,10,99,02,CAQUETA,SAN VICENTE DEL CAGUAN,PLAYA RICA,2,174,218,392,0,,0,0,I E R LA SOMBRA SEDE PLAYA RICA,"(0,0)"
16706,P,44,10,99,03,CAQUETA,SAN VICENTE DEL CAGUAN,SANTA ROSA,1,70,103,173,0,,0,0,I E R SANTO DOMINGO SAVIO SEDE SANTA ROSA,"(0,0)"
16707,P,44,10,99,04,CAQUETA,SAN VICENTE DEL CAGUAN,CAMPO HERMOSO,7,944,1174,2118,0,,0,0,I E R CAMPO HERMOSO,"(0,0)"
16708,P,44,10,99,05,CAQUETA,SAN VICENTE DEL CAGUAN,BALSILLAS,1,101,145,246,0,,0,0,I E R GUILLERMO RIOS MEJIA,"(0,0)"
16709,P,44,10,99,07,CAQUETA,SAN VICENTE DEL CAGUAN,PUERTO AMOR,3,425,482,907,0,,0,0,I E R PUERTO AMOR,"(0,0)"
16710,P,44,10,99,08,CAQUETA,SAN VICENTE DEL CAGUAN,GUAYABAL,3,352,540,892,0,,0,0,I E R GUAYABAL,"(0,0)"
16711,P,44,10,99,30,CAQUETA,SAN VICENTE DEL CAGUAN,LOS POZOS,3,441,576,1017,0,,0,0,I E R LOS POZOS,"(0,0)"
16712,P,44,10,99,40,CAQUETA,SAN VICENTE DEL CAGUAN,PUERTO BETANIA,3,318,409,727,0,,0,0,I E R CRISTO REY ANTONIO NARIÑO,"(0,0)"
16713,P,44,10,99,50,CAQUETA,SAN VICENTE DEL CAGUAN,SAN JUAN DEL LOZADA,5,701,858,1559,0,,0,0,I E R SAN JUAN DEL LOZADA,"(0,0)"
16714,P,44,10,99,85,CAQUETA,SAN VICENTE DEL CAGUAN,TRES ESQUINAS,1,124,162,286,0,,0,0,I E R SANTO DOMINGO SAVIO,"(0,0)"
16715,P,44,10,99,88,CAQUETA,SAN VICENTE DEL CAGUAN,TRONCALES,2,243,329,572,0,,0,0,I E R CRISTALINA TRONCALES,"(0,0)"
16716,P,44,10,99,89,CAQUETA,SAN VICENTE DEL CAGUAN,CENTRO POBLADO LA NOVIA,3,423,461,884,0,,0,0,INSTITUCION EDUCATIVA RURAL BELLAVISTA,"(0,0)"
16717,P,44,10,99,90,CAQUETA,SAN VICENTE DEL CAGUAN,CIUDAD YARI,1,133,192,325,0,,0,0,I.E RURAL  SAN JOSE DE CAQUETANIA SD CIUDAD YARI,"(0,0)"
16718,P,44,10,99,91,CAQUETA,SAN VICENTE DEL CAGUAN,VILLA CARMONA,2,198,251,449,0,,0,0,I.E RURAL SEDE PRINCIPAL VILLA CARMONA,"(0,0)"
16719,P,44,10,99,92,CAQUETA,SAN VICENTE DEL CAGUAN,VILLA LOBOS,3,407,460,867,0,,0,0,I.E RURAL SEDE PRINCIPAL LOS FUNDADORES,"(0,0)"
16720,P,44,10,99,93,CAQUETA,SAN VICENTE DEL CAGUAN,LAS DAMAS,4,496,579,1075,0,,0,0,I.E RURAL VILLA CARMONA SEDE LAS DAMAS,"(0,0)"
16721,P,44,10,99,94,CAQUETA,SAN VICENTE DEL CAGUAN,LA CRISTALINA DEL LOZADA,1,90,86,176,0,,0,0,I.E CRISTALINA DEL LOSADA,"(0,0)"
16722,P,44,10,99,95,CAQUETA,SAN VICENTE DEL CAGUAN,LA ESMERALDA DEL LOBO,0,0,0,0,0,,0,0,I.E RURAL LOS FUNDADORES SEDE VILLANUEVA,"(0,0)"
16723,P,44,12,0,00,CAQUETA,CURILLO,PUESTO CABECERA MUNICIPAL,23,3614,4020,7634,0,,0,0,IE ANGEL CUNIBERTI CRA 4 No 7B-02 AV LARA BONILLA,"(0,0)"
16724,P,44,12,99,40,CAQUETA,CURILLO,PUERTO VALDIVIA,1,105,137,242,0,,0,0,C.E. PUERTO VALDIVIA CL P/PAL,"(0,0)"
16725,P,44,12,99,80,CAQUETA,CURILLO,SALAMINA,1,65,92,157,0,,0,0,C.E. SALAMINA CL PRINCIPAL,"(0,0)"
16726,P,44,16,0,00,CAQUETA,MILAN,PUESTO CABECERA MUNICIPAL,7,1070,1297,2367,0,,0,0,Calle 7 N 7 Barrio Acacias,"(0,0)"
16727,P,44,16,99,10,CAQUETA,MILAN,LA ILUSION MATICURU,1,98,148,246,0,,0,0,I.E. LA ILUSION,"(0,0)"
16728,P,44,16,99,25,CAQUETA,MILAN,GETUCHA (SAN ANTONIO),8,1174,1454,2628,0,,0,0,I.E. ANGEL RICARDO ACOSTA,"(0,0)"
16729,P,44,16,99,26,CAQUETA,MILAN,AGUA BLANCA,1,106,121,227,0,,0,0,C.E GRANARIO SEDE AGUA BLANCA,"(0,0)"
16730,P,44,16,99,50,CAQUETA,MILAN,MATICURU (GRANARIO),2,150,207,357,0,,0,0,I.E. GRANARIO MATICURU,"(0,0)"
16731,P,44,16,99,51,CAQUETA,MILAN,RESGUARDO INDIGENA AGUA NEGRA,2,266,246,512,0,,0,0,I.E MAMABWE REOJACHE SEDE INDÍGENA AGUA NEGRA,"(0,0)"
16732,P,44,16,99,70,CAQUETA,MILAN,REMOLINO DE ARICUNTI,2,209,303,512,0,,0,0,ESC. LA FLORIDA,"(0,0)"
16733,P,44,17,0,00,CAQUETA,MORELIA,PUESTO CABECERA MUNICIPAL,12,1727,2107,3834,0,,0,0,KR 2 No. 5-48  C-5 INST. EDUC. CERVANTES,"(0,0)"
16734,P,44,17,99,01,CAQUETA,MORELIA,VEREDA BOLIVIA,1,31,33,64,0,,0,0,INSTITUCION EDUCATIVA JUAN XXIII  SEDE BOLIVIA,"(0,0)"
16735,P,44,17,99,02,CAQUETA,MORELIA,VEREDA EL SILENCIO,1,32,37,69,0,,0,0,C.E. RURAL PALMARITO SEDE EL SILENCIO,"(0,0)"
16736,P,44,17,99,03,CAQUETA,MORELIA,VEREDA SAN MARCOS,1,64,84,148,0,,0,0,INSTITUCION EDUCATIVA JUAN XXIII  SEDE SAN MARCOS,"(0,0)"
16737,P,44,20,0,01,CAQUETA,SAN JOSE DEL FRAGUA,INSTITUCION EDUCATIVA PARROQUIAL,17,2746,2803,5549,0,,0,0,I.E. PARROQUIAL CLL 4 #3-26,"(0,0)"
16738,P,44,20,0,02,CAQUETA,SAN JOSE DEL FRAGUA,SEDE 2 I.E. DON QUIJOTE,7,1126,1172,2298,0,,0,0,CRA 4 CLL 5 ESQUINA,"(0,0)"
16739,P,44,20,99,30,CAQUETA,SAN JOSE DEL FRAGUA,FRAGUITA,2,223,298,521,0,,0,0,I.E. RURAL MARIA AUX SEDE MARIA AUXILIADORA,"(0,0)"
16740,P,44,20,99,50,CAQUETA,SAN JOSE DEL FRAGUA,PUERTO BELLO,1,25,39,64,0,,0,0,I.E. RURAL DIVINO NIÑO SEDE PUERTO BELLO,"(0,0)"
16741,P,44,20,99,55,CAQUETA,SAN JOSE DEL FRAGUA,PUERTO NUEVO,2,284,339,623,0,,0,0,CASETA COMUNAL,"(0,0)"
16742,P,44,20,99,80,CAQUETA,SAN JOSE DEL FRAGUA,YURAYACO,6,828,958,1786,0,,0,0,I.E. RURAL LAS LAJAS SEDE LAS LAJAS,"(0,0)"
16743,P,44,22,0,00,CAQUETA,SOLANO,PUESTO CABECERA MUNICIPAL,19,2836,3643,6479,0,,0,0,I.E. CAMPO ELIAS MARULANDA CL 8 #7-30,"(0,0)"
16744,P,44,22,99,25,CAQUETA,SOLANO,ARARACUARA,1,77,122,199,0,,0,0,I.E. FRAY JAVIER DE BARCELONA,"(0,0)"
16745,P,44,22,99,30,CAQUETA,SOLANO,CUEMANI,1,93,118,211,0,,0,0,I.E. FORTUNATO REALLY,"(0,0)"
16746,P,44,22,99,40,CAQUETA,SOLANO,LA MANA,1,65,135,200,0,,0,0,I.E.PEÑAS BLANCAS SEDE LA MANA,"(0,0)"
16747,P,44,22,99,45,CAQUETA,SOLANO,DANUBIO (CAMPO ALEGRE),2,163,253,416,0,,0,0,I.E. CAMPO ALEGRE,"(0,0)"
16748,P,44,22,99,50,CAQUETA,SOLANO,MONONGUETE,2,226,301,527,0,,0,0,I.E. MONONGUETE,"(0,0)"
16749,P,44,22,99,55,CAQUETA,SOLANO,PEÑAS BLANCAS,1,81,117,198,0,,0,0,I.E. PEÑAS BLANCAS,"(0,0)"
16750,P,44,22,99,70,CAQUETA,SOLANO,PUERTO TEJADA,2,137,220,357,0,,0,0,I.E. PUERTO TEJADA,"(0,0)"
16751,P,44,22,99,71,CAQUETA,SOLANO,VEREDA PUERTO HERICHA,1,49,68,117,0,,0,0,INSTITUCIÓN EDUCATIVA RURAL CABAÑITA,"(0,0)"
16752,P,44,22,99,72,CAQUETA,SOLANO,VEREDA PUERTO MERCEDES,1,65,74,139,0,,0,0,I.E RURAL LAS MERCEDES,"(0,0)"
16753,P,44,22,99,73,CAQUETA,SOLANO,VEREDA CURI PLAYA,1,17,33,50,0,,0,0,CE RURAL PEÑAS BLANCAS SD NUEVA CURI PLAYA,"(0,0)"
16754,P,44,22,99,75,CAQUETA,SOLANO,VEREDA EL SABALO,1,59,59,118,0,,0,0,IE PUERTO TEJADA SD EL SABALO,"(0,0)"
16755,P,44,24,0,00,CAQUETA,SOLITA,PUESTO CABECERA MUNICIPAL,19,2990,3242,6232,0,,0,0,CAR 3 No 4-70,"(0,0)"
16756,P,44,24,99,01,CAQUETA,SOLITA,VEREDA CAMPOLEJANO,1,90,96,186,0,,0,0,KILOMETRO 30 VIA SOLITA A VALPARAISO,"(0,0)"
16757,P,44,40,0,00,CAQUETA,VALPARAISO,PUESTO CABECERA MUNICIPAL,15,2295,2641,4936,0,,0,0,KR 5 # 9 - 32 40 56 I. E. VALPARAISO S. TIRSO QUI,"(0,0)"
16758,P,44,40,99,57,CAQUETA,VALPARAISO,PLAYA RICA,2,152,219,371,0,,0,0,"I.E. RURAL PLAYA RICA, SEDE PLAYA RICA","(0,0)"
16759,P,44,40,99,58,CAQUETA,VALPARAISO,CAMPO ALEGRE KM 18,1,36,28,64,0,,0,0,"IE RURAL NIEVES ARRIBA, SD NIEVES ARRIBA KM 18","(0,0)"
16760,P,44,40,99,60,CAQUETA,VALPARAISO,SANTIAGO DE LA SELVA,2,282,385,667,0,,0,0,"IE RURAL SANTIAGO DE LA SELVA, SD SANTIAGO DE LA S","(0,0)"
16761,P,46,1,1,01,CASANARE,YOPAL,I.E. LUIS HERNANDEZ VARGAS,20,3280,3446,6726,1,COMUNA 1 CIRO REINA,0,0,TRV. 18 # 10-126,"(0,0)"
